Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
46200,744900,1131900,351000,1134900,128,2012-07-29 00:00:00
46200,744900,1132800,350100,1135500,128,2012-07-30 00:00:00
46200,744900,1130100,352800,1136100,128,2012-07-31 00:00:00
46200,744900,1131000,351900,1136700,128,2012-08-01 00:00:00
46200,744600,1132500,350700,1137300,128,2012-08-02 00:00:00
46200,744600,1130700,352500,1137900,128,2012-08-03 00:00:00
46200,744600,1133700,349500,1138500,128,2012-08-04 00:00:00
46200,744600,1135800,347400,1139100,128,2012-08-05 00:00:00
46200,750000,1134600,348900,1134300,127,2012-08-06 00:00:00
46200,749400,1132800,351600,1134600,127,2012-08-07 00:00:00
46200,749700,1133400,351000,1134900,127,2012-08-08 00:00:00
46200,749700,1133400,351000,1134900,129,2012-08-09 00:00:00
50400,748200,1132200,350400,1134900,128,2012-08-10 00:00:00
50400,747900,1132200,351300,1134900,128,2012-08-11 00:00:00
50400,748200,1131600,352200,1134900,128,2012-08-12 00:00:00
50400,747900,1132500,352200,1134900,128,2012-08-13 00:00:00
50400,747600,1133400,351600,1135500,128,2012-08-14 00:00:00
51000,747600,1131600,353400,1135500,128,2012-08-15 00:00:00
51000,748200,1132500,352500,1135500,128,2012-08-16 00:00:00
51000,748500,1133100,352200,1135500,128,2012-08-17 00:00:00
51000,748200,1133100,352800,1135800,128,2012-08-18 00:00:00
51000,748800,1133100,352800,1135800,128,2012-08-19 00:00:00
51000,748500,1132500,353700,1136400,128,2012-08-20 00:00:00
51000,748500,1132800,353400,1136700,129,2012-08-21 00:00:00
51000,749100,1133100,353100,1137000,128,2012-08-22 00:00:00
51000,748500,1134300,352500,1137600,128,2012-08-23 00:00:00
51000,748200,1134300,352800,1138200,128,2012-08-24 00:00:00
51000,748200,1134600,352500,1138800,128,2012-08-25 00:00:00
51000,748200,1134600,352500,1139400,128,2012-08-26 00:00:00
51000,747900,1135500,351900,1140000,128,2012-08-27 00:00:00
51000,747900,1135500,351900,1140600,128,2012-08-28 00:00:00
51000,747900,1135200,352200,1141200,128,2012-08-29 00:00:00
51000,747900,1134600,352800,1141800,128,2012-08-30 00:00:00
51000,747300,1134600,353100,1142400,129,2012-08-31 00:00:00
51000,747000,1134000,354000,1143000,129,2012-09-01 00:00:00
51000,747000,1134600,353400,1143600,129,2012-09-02 00:00:00
51000,747000,1135800,352200,1144200,129,2012-09-03 00:00:00
51000,747000,1136100,351900,1144800,129,2012-09-04 00:00:00
51000,747000,1136100,351900,1145400,129,2012-09-05 00:00:00
51000,747000,1135800,352200,1146000,129,2012-09-06 00:00:00
51000,747000,1135800,352200,1146300,130,2012-09-07 00:00:00
51000,747300,1135800,352200,1146900,129,2012-09-08 00:00:00
51000,747300,1137900,350100,1147500,129,2012-09-09 00:00:00
51000,755100,1137900,350100,1140300,129,2012-09-10 00:00:00
51000,755100,1137900,350700,1140300,129,2012-09-11 00:00:00
51000,755700,1138200,350400,1140300,129,2012-09-12 00:00:00
51000,762000,1138800,349800,1134600,129,2012-09-13 00:00:00
51000,762600,1138200,350400,1134600,129,2012-09-14 00:00:00
51000,761700,1137900,351900,1134900,129,2012-09-15 00:00:00
51000,761700,1138200,351900,1134900,130,2012-09-16 00:00:00
51000,762300,1138200,352200,1134900,129,2012-09-17 00:00:00
51000,762000,1138800,351900,1135500,129,2012-09-18 00:00:00
51000,761700,1138800,352500,1135500,130,2012-09-19 00:00:00
51000,761100,1139400,352800,1135800,130,2012-09-20 00:00:00
51000,759900,1139400,354000,1136400,130,2012-09-21 00:00:00
51000,759000,1139400,355200,1137000,129,2012-09-22 00:00:00
51000,758400,1140000,355200,1137600,129,2012-09-23 00:00:00
51000,758400,1140600,354600,1138200,129,2012-09-24 00:00:00
51000,756300,1140900,356400,1138800,129,2012-09-25 00:00:00
51000,758400,1142400,355200,1137000,129,2012-09-26 00:00:00
51000,758400,1142700,355200,1137300,129,2012-09-27 00:00:00
51600,758700,1142700,354900,1137300,129,2012-09-28 00:00:00
51600,758400,1142700,355200,1137900,129,2012-09-29 00:00:00
51600,757500,1143300,355500,1138500,129,2012-09-30 00:00:00
51600,757200,1143300,356100,1138500,130,2012-10-01 00:00:00
51600,757500,1143600,356100,1138800,129,2012-10-02 00:00:00
51600,757800,1143900,355800,1139100,129,2012-10-03 00:00:00
51600,757800,1143900,355800,1139700,129,2012-10-04 00:00:00
51900,757800,1145700,354000,1139700,130,2012-10-05 00:00:00
51900,758100,1146000,354000,1139700,130,2012-10-06 00:00:00
51900,758700,1146600,353400,1140000,129,2012-10-07 00:00:00
51900,759000,1145100,354900,1140000,130,2012-10-08 00:00:00
51900,759900,1145100,354900,1140000,129,2012-10-09 00:00:00
51900,759900,1146900,353400,1140300,129,2012-10-10 00:00:00
51900,760200,1147500,352800,1140600,129,2012-10-11 00:00:00
51900,759900,1147800,353100,1140900,129,2012-10-12 00:00:00
51900,760200,1148100,352800,1141200,129,2012-10-13 00:00:00
51900,759900,1148700,352800,1141500,129,2012-10-14 00:00:00
51900,760500,1148400,352800,1141500,130,2012-10-15 00:00:00
51900,759900,1148700,352800,1142100,131,2012-10-16 00:00:00
51900,760500,1149600,352200,1142100,130,2012-10-17 00:00:00
51900,760500,1149900,352500,1142100,130,2012-10-18 00:00:00
51900,760800,1150200,352200,1142400,130,2012-10-19 00:00:00
51900,761400,1150500,351900,1142400,130,2012-10-20 00:00:00
51900,761700,1151100,351300,1142400,131,2012-10-21 00:00:00
51900,761700,1151400,351300,1142400,132,2012-10-22 00:00:00
51900,762300,1151400,351300,1142700,131,2012-10-23 00:00:00
51900,762900,1151100,351600,1143000,130,2012-10-24 00:00:00
51900,762900,1151100,351600,1143600,130,2012-10-25 00:00:00
51900,763200,1151400,351300,1143900,130,2012-10-26 00:00:00
51900,762900,1151400,351600,1144500,130,2012-10-27 00:00:00
51900,763500,1151400,351600,1144500,130,2012-10-28 00:00:00
51900,763200,1151400,351900,1145100,130,2012-10-29 00:00:00
51900,763200,1151400,351900,1145700,130,2012-10-30 00:00:00
