Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
200,1272900,174600,812300,1142900,3,2012-07-23 00:00:00
200,1273100,173700,813200,1143100,3,2012-07-24 00:00:00
200,1273600,172100,814800,1143000,3,2012-07-25 00:00:00
200,1273700,186200,800700,1143300,3,2012-07-26 00:00:00
200,1273900,181100,805800,1143500,3,2012-07-27 00:00:00
200,1274100,175500,811400,1143700,3,2012-07-28 00:00:00
200,1274200,175000,811900,1144000,3,2012-07-29 00:00:00
200,1274400,171700,815200,1144200,3,2012-07-30 00:00:00
200,1273500,167700,820200,1144500,3,2012-07-31 00:00:00
200,1274000,165800,822100,1144400,3,2012-08-01 00:00:00
200,1272800,169400,820000,1144500,3,2012-08-02 00:00:00
200,1273000,167600,821800,1144700,3,2012-08-03 00:00:00
200,1273300,164900,824500,1144800,3,2012-08-04 00:00:00
200,1273100,164300,825600,1144900,3,2012-08-05 00:00:00
200,1273500,165900,824000,1144900,3,2012-08-06 00:00:00
200,1273700,165400,824500,1145100,3,2012-08-07 00:00:00
200,1273800,166600,823300,1145400,3,2012-08-08 00:00:00
200,1272900,165400,825700,1145500,3,2012-08-09 00:00:00
200,1273200,168100,823000,1145600,3,2012-08-10 00:00:00
200,1273400,167900,823200,1145800,3,2012-08-11 00:00:00
200,1273600,165800,825300,1146000,3,2012-08-12 00:00:00
200,1273800,168200,822900,1146200,3,2012-08-13 00:00:00
200,1274100,167400,823700,1146300,3,2012-08-14 00:00:00
200,1274500,168300,822800,1146300,3,2012-08-15 00:00:00
200,1274800,169300,821800,1146400,3,2012-08-16 00:00:00
200,1275100,168500,822600,1146500,3,2012-08-17 00:00:00
200,1275300,168600,822500,1146700,3,2012-08-18 00:00:00
200,1275700,172300,818800,1146700,3,2012-08-19 00:00:00
200,1275900,171400,819700,1146900,3,2012-08-20 00:00:00
200,1276200,172300,818800,1147000,3,2012-08-21 00:00:00
200,1276400,170100,821000,1147200,3,2012-08-22 00:00:00
200,1276700,174800,816300,1147300,3,2012-08-23 00:00:00
200,1276900,172700,818400,1147500,3,2012-08-24 00:00:00
200,1277100,172900,818200,1147700,3,2012-08-25 00:00:00
200,1277300,174200,816900,1147900,3,2012-08-26 00:00:00
200,1277600,177200,813900,1148000,3,2012-08-27 00:00:00
200,1278000,173200,817900,1148000,3,2012-08-28 00:00:00
200,1278200,172700,818400,1148200,3,2012-08-29 00:00:00
200,1278500,175300,815800,1148300,3,2012-08-30 00:00:00
200,1278600,173800,817300,1148600,3,2012-08-31 00:00:00
200,1279100,172700,818400,1148500,3,2012-09-01 00:00:00
200,1279200,172700,818400,1148800,3,2012-09-02 00:00:00
200,1279300,170400,820700,1149100,3,2012-09-03 00:00:00
200,1279400,172300,818800,1149400,3,2012-09-04 00:00:00
200,1279900,174100,817000,1149300,3,2012-09-05 00:00:00
200,1279000,176900,815400,1149400,3,2012-09-06 00:00:00
200,1279000,175800,816500,1149800,3,2012-09-07 00:00:00
200,1279400,175500,816800,1149800,3,2012-09-08 00:00:00
200,1279600,179600,812700,1150000,3,2012-09-09 00:00:00
200,1279700,181300,811000,1150300,3,2012-09-10 00:00:00
200,1280100,183000,809300,1150300,3,2012-09-11 00:00:00
200,1280400,181500,810800,1150400,3,2012-09-12 00:00:00
200,1284300,179900,812400,1146900,3,2012-09-13 00:00:00
200,1284600,180500,811800,1147000,3,2012-09-14 00:00:00
200,1284800,184200,808100,1147200,3,2012-09-15 00:00:00
200,1285100,181900,810400,1147300,3,2012-09-16 00:00:00
200,1285300,181500,810800,1147500,3,2012-09-17 00:00:00
200,1285700,181200,811100,1147500,3,2012-09-18 00:00:00
200,1285000,181800,811300,1147800,3,2012-09-19 00:00:00
200,1284100,181700,812400,1148100,3,2012-09-20 00:00:00
200,1283100,183200,812000,1148400,3,2012-09-21 00:00:00
200,1283400,183300,811900,1148500,3,2012-09-22 00:00:00
200,1283800,185400,809800,1148500,3,2012-09-23 00:00:00
200,1284100,185400,809800,1148600,3,2012-09-24 00:00:00
200,1284300,182600,812600,1148800,3,2012-09-25 00:00:00
200,1284500,181500,813700,1149000,3,2012-09-26 00:00:00
200,1284700,180900,814300,1149200,3,2012-09-27 00:00:00
300,1284800,182000,813200,1149400,3,2012-09-28 00:00:00
300,1285000,182000,813200,1149600,3,2012-09-29 00:00:00
300,1285300,183100,812100,1149700,3,2012-09-30 00:00:00
300,1285700,183100,812100,1149700,3,2012-10-01 00:00:00
300,1285900,183500,811700,1149900,3,2012-10-02 00:00:00
300,1286200,182300,812900,1150000,3,2012-10-03 00:00:00
300,1286400,182900,812300,1150200,3,2012-10-04 00:00:00
300,1286700,182500,812700,1150300,3,2012-10-05 00:00:00
300,1287000,184900,810300,1150400,3,2012-10-06 00:00:00
300,1287200,183200,812000,1150600,3,2012-10-07 00:00:00
300,1287400,183900,811300,1150800,3,2012-10-08 00:00:00
300,1287500,183300,811900,1151100,3,2012-10-09 00:00:00
300,1287900,186900,808300,1151100,3,2012-10-10 00:00:00
300,1287700,188600,807100,1151200,3,2012-10-11 00:00:00
300,1287700,188600,807100,1151600,3,2012-10-12 00:00:00
300,1288200,187900,807800,1151500,3,2012-10-13 00:00:00
300,1288600,186400,809300,1151500,3,2012-10-14 00:00:00
300,1289000,187200,808500,1151500,3,2012-10-15 00:00:00
300,1289400,185400,810300,1151500,3,2012-10-16 00:00:00
300,1289500,186400,809300,1151800,3,2012-10-17 00:00:00
300,1289700,187900,807800,1152000,3,2012-10-18 00:00:00
300,1289900,188300,807400,1152200,3,2012-10-19 00:00:00
300,1290200,186800,808900,1152300,3,2012-10-20 00:00:00
300,1290500,186800,808900,1152400,3,2012-10-21 00:00:00
300,1290800,187900,807800,1152500,3,2012-10-22 00:00:00
300,1291100,189300,806400,1152600,3,2012-10-23 00:00:00
300,1291300,188900,806800,1152800,3,2012-10-24 00:00:00
300,1291700,188000,807700,1152800,3,2012-10-25 00:00:00
300,1292100,189600,806100,1152800,3,2012-10-26 00:00:00
300,1292400,190700,805000,1152900,3,2012-10-27 00:00:00
300,1292500,191600,804100,1153200,3,2012-10-28 00:00:00
300,1292900,192700,803000,1153200,3,2012-10-29 00:00:00
300,1293000,191100,804600,1153500,3,2012-10-30 00:00:00
300,1293300,194300,801400,1153600,3,2012-10-31 00:00:00
300,1293500,194300,801400,1153800,3,2012-11-01 00:00:00
300,1293700,193500,802200,1154000,3,2012-11-02 00:00:00
300,1294000,193800,801900,1154100,3,2012-11-03 00:00:00
300,1294200,191500,804200,1154300,3,2012-11-04 00:00:00
300,1294600,190600,805100,1154300,3,2012-11-05 00:00:00
300,1294700,191500,804200,1154600,3,2012-11-06 00:00:00
300,1295000,192200,803500,1154700,3,2012-11-07 00:00:00
300,1295400,192200,803500,1154700,3,2012-11-08 00:00:00
300,1295600,190200,805500,1154900,3,2012-11-09 00:00:00
300,1295600,190800,804900,1155300,3,2012-11-10 00:00:00
300,1295800,191500,804200,1155500,3,2012-11-11 00:00:00
300,1296100,190600,805100,1155600,3,2012-11-12 00:00:00
300,1296300,190600,805100,1155800,3,2012-11-13 00:00:00
300,1296400,191600,804100,1156100,3,2012-11-14 00:00:00
300,1296500,191600,804100,1156400,3,2012-11-15 00:00:00
300,1296800,191600,804100,1156500,3,2012-11-16 00:00:00
300,1296900,191600,804100,1156800,3,2012-11-17 00:00:00
300,1297400,192500,803200,1156700,3,2012-11-18 00:00:00
300,1297500,192500,803200,1157000,3,2012-11-19 00:00:00
300,1299000,190600,805100,1155900,3,2012-11-20 00:00:00
300,1299400,190600,805100,1155900,3,2012-11-21 00:00:00
300,1299700,192700,803000,1156000,3,2012-11-22 00:00:00
300,1300100,191800,803900,1156000,3,2012-11-23 00:00:00
300,1300400,191800,803900,1156100,3,2012-11-24 00:00:00
300,1300700,192800,802900,1156200,3,2012-11-25 00:00:00
300,1301000,192800,802900,1156300,3,2012-11-26 00:00:00
300,1301100,192900,802800,1156600,3,2012-11-27 00:00:00
300,1301300,193400,802300,1156800,3,2012-11-28 00:00:00
300,1301500,192300,803400,1157000,3,2012-11-29 00:00:00
300,1301600,191800,803900,1157300,3,2012-11-30 00:00:00
300,1301900,191800,803900,1157400,3,2012-12-01 00:00:00
300,1302200,191800,803900,1157500,3,2012-12-02 00:00:00
300,1302400,191800,803900,1157700,3,2012-12-03 00:00:00
300,1302700,193400,802300,1157800,3,2012-12-04 00:00:00
300,1303000,193400,802300,1157900,3,2012-12-05 00:00:00
300,1303400,194900,800800,1157900,3,2012-12-06 00:00:00
300,1303700,195000,800700,1158000,3,2012-12-07 00:00:00
300,1303900,191800,803900,1158200,3,2012-12-08 00:00:00
300,1304300,191800,803900,1158200,3,2012-12-09 00:00:00
300,1304700,193800,801900,1158200,3,2012-12-10 00:00:00
300,1304800,195000,800700,1158500,3,2012-12-11 00:00:00
300,1305200,194000,801700,1158500,3,2012-12-12 00:00:00
300,1305400,194600,801100,1158700,3,2012-12-13 00:00:00
300,1305500,193400,802300,1159000,3,2012-12-14 00:00:00
300,1305900,193400,802300,1159000,3,2012-12-15 00:00:00
300,1306300,192800,802900,1159000,3,2012-12-16 00:00:00
300,1306500,192800,802900,1159200,3,2012-12-17 00:00:00
300,1307000,192800,802900,1159100,3,2012-12-18 00:00:00
300,1307300,192800,802900,1159200,3,2012-12-19 00:00:00
300,1307500,192800,802900,1159400,3,2012-12-20 00:00:00
300,1307800,194100,801600,1159500,3,2012-12-21 00:00:00
300,1308100,196500,799200,1159600,3,2012-12-22 00:00:00
300,1308400,196500,799200,1159700,3,2012-12-23 00:00:00
300,1308300,196500,799200,1160200,3,2012-12-24 00:00:00
300,1308600,196500,799200,1160300,3,2012-12-25 00:00:00
300,1308800,196500,799200,1160500,3,2012-12-26 00:00:00
300,1309200,196500,799200,1160500,3,2012-12-27 00:00:00
300,1309500,196500,799200,1160600,3,2012-12-28 00:00:00
300,1309800,196500,799200,1160700,3,2012-12-29 00:00:00
300,1310100,196500,799200,1160800,3,2012-12-30 00:00:00
300,1310400,196500,799200,1160900,3,2012-12-31 00:00:00
300,1310700,196500,799200,1161000,3,2013-01-01 00:00:00
