Day,Mbera sim,Mbera data,Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
290,53832,54028,0.0036277485748130722,6894,6830,0.00937042459736448,1933,1806,0.07032115171650055,11135,11043,0.008331069455763895,3401,3435,0.009898107714701565,2859,6483,0.5590004627487275,6165,6198,0.005324298160697016,0.0464246351157276,89823,89823,89823,0,86219,0,0.9423540416320313
291,53861,54028,0.0030909898571110928,6898,6850,0.007007299270072931,1932,1806,0.06976744186046502,11137,11043,0.008512179661323893,3398,3435,0.01077147016011648,2866,6486,0.5581251927227875,6165,6198,0.005324298160697016,0.04591189368474946,89846,89846,89846,0,86257,0,0.9425357509684787
292,53879,54028,0.002757829273709933,6900,6853,0.006858310229096665,1931,1814,0.06449834619625139,11130,11043,0.007878293941863568,3398,3435,0.01077147016011648,2882,6489,0.5558637694560025,6167,6198,0.005001613423685103,0.04534831960827954,89860,89860,89860,0,86287,0,0.9427227585300907
293,53898,54028,0.002406159769008709,6892,6857,0.0051042730056876096,1931,1823,0.05924300603400989,11121,11043,0.007063298016843245,3401,3435,0.009898107714701565,2901,6492,0.5531423290203328,6168,6198,0.004840271055179035,0.04457252214161734,89876,89876,89876,0,86312,0,0.9428330931674078
294,53933,54028,0.0017583475235063428,6895,6861,0.004955545838799091,1928,1831,0.05297651556526484,11114,11043,0.006429412297382919,3400,3435,0.010189228529839833,2916,6495,0.5510392609699769,6172,6198,0.004194901581155208,0.04379748806888342,89891,89891,89891,0,86358,0,0.9431874946492301
295,53946,54028,0.0015177315466055052,6898,6865,0.004806991988346665,1923,1840,0.04510869565217401,11112,11043,0.0062483020918229215,3399,3435,0.010480349344978213,2928,6498,0.5493998153277931,6171,6198,0.004356243949661165,0.04337815742934366,89907,89907,89907,0,86377,0,0.943230972911052
296,53961,54028,0.0012400977271044278,6894,6869,0.003639539962148719,1933,1848,0.045995670995671034,11107,11043,0.005795526577922594,3400,3435,0.010189228529839833,2939,6501,0.5479157052761114,6169,6198,0.004678928686673078,0.043003936745179154,89922,89922,89922,0,86403,0,0.9433627708626804
297,53973,54028,0.0010179906715036546,6893,6873,0.0029099374363450448,1936,1857,0.042541733979536867,11103,11051,0.0047054565197719445,3397,3435,0.011062590975254749,2952,6504,0.5461254612546125,6175,6197,0.003550104889462613,0.04244816276613486,89945,89945,89945,0,86429,0,0.9434106073880032
298,53975,54028,0.0009809728289035258,6897,6877,0.0029082448742183686,1934,1866,0.03644158628081451,11100,11059,0.003707387648069549,3399,3435,0.010480349344978213,2960,6507,0.5451052712463501,6182,6197,0.0024205260609972967,0.04201447165134657,89969,89969,89969,0,86447,0,0.9433590134547893
299,53994,54028,0.0006293033242023016,6897,6881,0.0023252434239209308,1934,1874,0.03201707577374591,11092,11067,0.002258968103370451,3398,3435,0.01077147016011648,2979,6510,0.5423963133640552,6177,6196,0.00306649451258878,0.041359691524708024,89991,89991,89991,0,86471,0,0.9433950848586408
